segment	rtt	rttvar	srtt	rto
1456	154.243	26.8684	138.647	246.121
1457	154.459	26.8334	138.672	246.006
1458	154.105	26.7974	138.697	245.886
1459	154.257	26.7618	138.721	245.769
1460	154.002	26.7255	138.746	245.648
1461	154.312	26.6901	138.77	245.531
1462	154.024	26.654	138.794	245.41
1463	154.311	26.6187	138.819	245.294
1464	153.952	26.5824	138.843	245.172
1465	153.811	26.5456	138.867	245.049
1466	154.268	26.5103	138.891	244.932
1467	154.008	26.4743	138.915	244.812
1468	154.083	26.4385	138.939	244.693
1469	154.231	26.4032	138.963	244.576
1470	154.338	26.3683	138.987	244.461
1471	154.046	26.3325	139.011	244.341
1472	153.254	26.2943	139.034	244.211
1473	153.57	26.2571	139.057	244.085
1474	153.979	26.2212	139.08	243.965
1475	153.752	26.1847	139.104	243.842
1476	153.612	26.1477	139.127	243.717
1477	157.54	26.1232	139.156	243.649
1478	160.016	26.1066	139.189	243.615
1479	159.02	26.0867	139.22	243.567
1480	159.406	26.0681	139.252	243.524
1481	160.115	26.0516	139.285	243.491
1482	160.84	26.0373	139.319	243.469
1483	158.133	26.0145	139.349	243.407
1484	154.465	25.98	139.373	243.293
1485	155.423	25.9486	139.398	243.193
1486	156.392	25.9202	139.425	243.106
1487	157.273	25.8947	139.453	243.032
1488	157.506	25.8699	139.482	242.961
1489	156.215	25.841	139.508	242.872
1490	155.937	25.8112	139.534	242.779
1491	155.036	25.7786	139.559	242.673
1492	154.423	25.744	139.582	242.558
1493	154.637	25.7102	139.606	242.447
1494	154.658	25.6765	139.63	242.336
1495	154.602	25.6426	139.654	242.224
1496	154.282	25.6077	139.677	242.108
1497	154.499	25.5736	139.7	241.995
1498	154.684	25.5401	139.724	241.884
1499	154.726	25.5067	139.748	241.775
1500	154.256	25.4719	139.771	241.658
1501	154.077	25.4366	139.793	241.54
1502	154.007	25.4011	139.816	241.42
1503	154.083	25.3658	139.838	241.302
1504	154.093	25.3307	139.861	241.184
1505	154.146	25.2957	139.884	241.067
1506	154.053	25.2605	139.906	240.948
1507	153.872	25.2248	139.928	240.827
1508	154.408	25.1908	139.951	240.714
1509	154.201	25.1562	139.974	240.598
1510	154.256	25.1217	139.996	240.483
1511	154.209	25.0872	140.019	240.368
1512	153.92	25.0518	140.041	240.248
1513	153.935	25.0165	140.063	240.129
1514	154.067	24.9817	140.085	240.011
1515	154.041	24.9468	140.107	239.894
1516	154.043	24.9119	140.129	239.777
1517	154.065	24.8772	140.151	239.66
1518	154.342	24.8434	140.173	239.547
1519	154.733	24.8108	140.196	239.44
1520	154.488	24.7775	140.219	239.329
1521	154.038	24.7429	140.241	239.212
1522	153.925	24.7079	140.263	239.094
1523	154.379	24.6744	140.285	238.982
1524	154.275	24.6405	140.307	238.869
1525	154.201	24.6065	140.329	238.755
1526	154.036	24.572	140.351	238.639
1527	153.947	24.5373	140.372	238.522
1528	157.714	24.5145	140.4	238.458
1529	159.62	24.4978	140.43	238.421
1530	159.471	24.4805	140.46	238.382
1531	159.544	24.4634	140.49	238.344
1532	160.14	24.4482	140.522	238.314
1533	156.068	24.42	140.546	238.226
1534	153.764	24.3846	140.567	238.105
1535	153.5	24.3483	140.588	237.981
1536	153.335	24.3116	140.608	237.854
1537	154.979	24.2802	140.63	237.751
1538	156.094	24.2523	140.655	237.664
1539	156.446	24.2255	140.68	237.582
1540	155.784	24.1966	140.704	237.49
1541	155.085	24.1656	140.727	237.389
1542	153.905	24.1308	140.747	237.271
1543	153.545	24.0949	140.768	237.147
1544	152.958	24.0573	140.787	237.016
1545	152.697	24.0188	140.806	236.881
1546	152.824	23.9808	140.825	236.748
1547	153.21	23.9442	140.844	236.621
1548	152.949	23.9067	140.864	236.49
1549	152.853	23.869	140.883	236.358
1550	152.629	23.8306	140.901	236.224
1551	152.663	23.7924	140.92	236.089
1552	152.733	23.7545	140.938	235.956
1553	152.644	23.7164	140.957	235.822
1554	152.739	23.6786	140.976	235.69
1555	152.58	23.6404	140.994	235.556
1556	152.497	23.602	141.012	235.42
1557	152.72	23.5644	141.031	235.288
1558	152.57	23.5263	141.049	235.154
1559	152.685	23.4887	141.067	235.022
1560	152.845	23.4516	141.086	234.892
1561	152.79	23.4144	141.104	234.762
1562	152.861	23.3775	141.123	234.633
1563	153.059	23.3413	141.142	234.507
1564	152.667	23.3039	141.16	234.376
1565	152.361	23.2656	141.178	234.24
1566	152.416	23.2276	141.196	234.106
1567	152.65	23.1903	141.214	233.975
1568	152.947	23.1541	141.232	233.849
1569	152.826	23.1175	141.251	233.721
1570	152.579	23.0802	141.269	233.589
1571	152.487	23.0426	141.286	233.457
1572	152.611	23.0056	141.304	233.327
1573	153.3	22.9707	141.323	233.206
1574	153.48	22.9365	141.343	233.089
1575	153.435	22.9022	141.362	232.97
1576	153.085	22.8668	141.38	232.847
1577	153.766	22.8336	141.4	232.734
1578	153.508	22.7997	141.419	232.618
1579	153.635	22.7662	141.438	232.503
1580	153.114	22.7311	141.457	232.381
1581	153.228	22.6964	141.475	232.261
1582	156.183	22.6711	141.499	232.183
1583	159.884	22.6576	141.528	232.158
1584	160.139	22.6448	141.557	232.136
1585	156.622	22.6208	141.581	232.064
1586	153.395	22.5866	141.6	231.946
1587	152.123	22.5484	141.616	231.81
1588	153.264	22.5139	141.635	231.69
1589	154.619	22.4838	141.655	231.59
1590	154.441	22.4531	141.676	231.488
1591	154.568	22.4228	141.696	231.387
1592	153.94	22.3906	141.715	231.278
1593	152.846	22.355	141.733	231.153
1594	152.216	22.3174	141.75	231.019
1595	151.921	22.279	141.766	230.882
1596	152.267	22.2417	141.782	230.749
1597	152.044	22.2038	141.799	230.614
1598	152.137	22.1662	141.815	230.48
1599	152.141	22.1288	141.831	230.346
1600	152.109	22.0913	141.847	230.213
1601	151.967	22.0534	141.864	230.077
1602	151.795	22.015	141.879	229.939
1603	152.271	21.9782	141.896	229.809
1604	152.041	21.9408	141.912	229.675
1605	151.733	21.9024	141.927	229.537
1606	151.911	21.8647	141.943	229.402
1607	151.522	21.8258	141.958	229.262
1608	151.948	21.7884	141.974	229.128
1609	152.031	21.7513	141.99	228.995
1610	151.729	21.7132	142.005	228.858
1611	151.821	21.6756	142.021	228.723
1612	152.01	21.6386	142.037	228.591
1613	151.762	21.6009	142.052	228.456
1614	151.934	21.5638	142.068	228.323
1615	151.799	21.5264	142.083	228.189
1616	151.796	21.489	142.098	228.054
1617	151.802	21.4517	142.114	227.921
1618	151.827	21.4145	142.129	227.787
1619	151.829	21.3775	142.145	227.654
1620	151.845	21.3405	142.16	227.522
1621	151.759	21.3034	142.175	227.389
1622	152.055	21.2672	142.191	227.26
1623	152.139	21.2314	142.206	227.132
1624	151.462	21.1935	142.221	226.995
1625	151.929	21.1572	142.236	226.865
1626	151.586	21.1198	142.251	226.73
1627	151.54	21.0823	142.266	226.595
1628	152.193	21.047	142.282	226.47
1629	152.416	21.0125	142.298	226.348
1630	152.336	20.9778	142.314	226.225
1631	152.305	20.943	142.329	226.101
1632	155.766	20.9193	142.351	226.028
1633	158.011	20.9026	142.375	225.986
1634	158.59	20.8878	142.401	225.952
1635	154.591	20.8603	142.42	225.861
1636	152.257	20.8254	142.436	225.737
1637	152.218	20.7904	142.451	225.613
1638	152.417	20.7562	142.467	225.492
1639	152.517	20.7223	142.483	225.372
1640	153.176	20.6906	142.5	225.262
1641	153.316	20.6593	142.517	225.154
1642	153.192	20.6277	142.534	225.045
1643	152.747	20.5947	142.55	224.929
1644	151.975	20.5594	142.565	224.803
1645	151.348	20.5221	142.579	224.667
1646	151.166	20.4844	142.593	224.53
1647	151.208	20.4468	142.606	224.393
1648	151.1	20.409	142.62	224.256
1649	151.057	20.3711	142.633	224.117
1650	150.973	20.333	142.646	223.978
1651	150.931	20.2949	142.659	223.839
1652	150.703	20.2561	142.672	223.696
1653	151.054	20.2185	142.685	223.559
1654	151.368	20.182	142.699	223.427
1655	150.995	20.1444	142.712	223.29
1656	150.806	20.1063	142.725	223.15
1657	150.707	20.0679	142.738	223.009
1658	151.003	20.0306	142.751	222.873
1659	151.171	19.9938	142.764	222.739
1660	151.244	19.9574	142.777	222.607
1661	151.454	19.9217	142.791	222.478
1662	151.451	19.8861	142.805	222.349
1663	151.334	19.8501	142.818	222.219
1664	151.491	19.8148	142.832	222.091
1665	151.614	19.7798	142.846	221.965
1666	151.329	19.7441	142.859	221.836
1667	151.242	19.7081	142.873	221.705
1668	151.359	19.6726	142.886	221.577
1669	151.354	19.6372	142.899	221.448
1670	151.769	19.6031	142.913	221.326
1671	151.599	19.5685	142.927	221.201
1672	151.694	19.5344	142.941	221.079
1673	151.538	19.4997	142.955	220.954
1674	151.761	19.4659	142.969	220.832
1675	151.524	19.4314	142.982	220.708
1676	151.551	19.397	142.996	220.584
1677	151.086	19.3612	143.009	220.453
1678	151.28	19.3261	143.022	220.326
1679	151.589	19.2921	143.035	220.204
1680	151.665	19.2583	143.049	220.082
1681	151.755	19.225	143.063	219.962
1682	151.822	19.1918	143.076	219.844
1683	151.564	19.158	143.09	219.722
1684	155.96	19.1381	143.11	219.662
1685	159.359	19.1289	143.136	219.652
1686	155.772	19.1084	143.156	219.589
1687	153.71	19.0813	143.173	219.498
1688	153.508	19.0536	143.189	219.403
1689	153.992	19.0275	143.206	219.316
1690	153.921	19.0012	143.223	219.228
1691	154.67	18.9773	143.241	219.15
1692	154.977	18.9544	143.26	219.077
1693	155.472	18.933	143.279	219.011
1694	155.039	18.9103	143.298	218.939
1695	154.142	18.8848	143.315	218.854
1696	154.936	18.8618	143.333	218.781
1697	153.962	18.8361	143.35	218.694
1698	153.797	18.8099	143.366	218.606
1699	153.791	18.7837	143.382	218.517
1700	153.539	18.7567	143.398	218.425
1701	153.996	18.7312	143.415	218.34
1702	153.482	18.7042	143.431	218.247
1703	153.797	18.6781	143.447	218.159
1704	153.997	18.6527	143.463	218.074
1705	153.114	18.6246	143.478	217.977
1706	153.184	18.5967	143.494	217.88
1707	153.845	18.5709	143.51	217.793
1708	153.769	18.545	143.526	217.706
1709	153.888	18.5194	143.542	217.619
1710	153.886	18.4938	143.558	217.533
1711	153.891	18.4683	143.574	217.448
1712	153.968	18.4431	143.59	217.363
1713	153.961	18.4179	143.607	217.278
1714	153.907	18.3925	143.623	217.193
1715	154.053	18.3676	143.639	217.11
1716	153.934	18.3424	143.655	217.025
1717	153.951	18.3173	143.671	216.94
1718	153.916	18.292	143.687	216.855
1719	153.898	18.2668	143.703	216.77
1720	153.958	18.2417	143.719	216.686
1721	153.879	18.2165	143.735	216.601
1722	153.69	18.1907	143.751	216.513
1723	153.812	18.1653	143.766	216.427
1724	153.728	18.1396	143.782	216.34
1725	154.009	18.1149	143.798	216.257
1726	154.001	18.0902	143.814	216.175
1727	153.533	18.064	143.829	216.085
1728	153.813	18.0388	143.845	216
1729	153.623	18.0129	143.86	215.912
1730	154.17	17.9889	143.876	215.832
1731	154.117	17.9647	143.892	215.751
1732	153.714	17.9392	143.907	215.664
1733	153.131	17.912	143.922	215.57
1734	152.755	17.8836	143.936	215.47
1735	156.648	17.8674	143.955	215.425
1736	159.752	17.861	143.98	215.424
1737	160.227	17.8559	144.006	215.429
1738	160.144	17.8506	144.031	215.433
1739	160.297	17.8456	144.056	215.439
1740	160.382	17.8409	144.082	215.445
1741	157.928	17.8284	144.103	215.417
1742	154.504	17.8052	144.12	215.34
1743	155.496	17.7851	144.137	215.278
1744	156.209	17.7672	144.156	215.225
1745	156.824	17.7513	144.176	215.181
1746	157.001	17.7359	144.196	215.14
1747	155.978	17.7173	144.214	215.084
1748	154.999	17.6956	144.231	215.014
1749	154.44	17.6722	144.247	214.936
1750	153.853	17.647	144.262	214.85
1751	153.683	17.6213	144.277	214.762
1752	153.889	17.5963	144.292	214.677
1753	153.95	17.5715	144.307	214.593
1754	153.911	17.5466	144.322	214.508
1755	153.876	17.5216	144.337	214.423
1756	153.778	17.4963	144.352	214.337
1757	154.056	17.472	144.367	214.255
1758	153.921	17.4473	144.382	214.171
1759	154.005	17.4228	144.397	214.088
1760	154.158	17.3989	144.412	214.008
1761	153.924	17.3742	144.427	213.924
1762	153.769	17.3491	144.442	213.838
1763	154.018	17.3248	144.457	213.756
1764	153.824	17.3	144.471	213.671
1765	153.839	17.2752	144.486	213.586
1766	154.649	17.2529	144.502	213.513
1767	154.083	17.229	144.517	213.433
1768	153.985	17.2047	144.531	213.35
1769	154.029	17.1806	144.546	213.269
1770	153.931	17.1563	144.561	213.186
1771	153.525	17.1307	144.575	213.098
1772	153.626	17.1054	144.589	213.011
1773	153.806	17.0808	144.604	212.927
1774	153.527	17.0553	144.617	212.839
1775	153.732	17.0305	144.632	212.754
1776	153.864	17.0061	144.646	212.67
1777	153.631	16.981	144.66	212.584
1778	153.614	16.9559	144.674	212.498
1779	153.762	16.9313	144.688	212.414
1780	153.623	16.9064	144.702	212.328
1781	153.348	16.8805	144.716	212.238
1782	153.657	16.8557	144.73	212.153
1783	153.648	16.8309	144.744	212.067
1784	153.309	16.8051	144.757	211.978
1785	153.146	16.7788	144.77	211.885
1786	157.234	16.7653	144.79	211.851
1787	159.565	16.7591	144.813	211.849
1788	159.486	16.7526	144.836	211.846
1789	160.238	16.7484	144.86	211.853
1790	160.934	16.7462	144.885	211.87
1791	157.517	16.7334	144.905	211.838
1792	154.838	16.7121	144.92	211.769
1793	155.366	16.6926	144.936	211.707
1794	156.728	16.6772	144.955	211.664
1795	157.63	16.6647	144.975	211.634
1796	158.268	16.6542	144.995	211.612
1797	157.958	16.6427	145.016	211.586
1798	157.459	16.6295	145.035	211.553
1799	156.237	16.6126	145.053	211.503
1800	155.367	16.5929	145.069	211.44
1801	154.739	16.5713	145.084	211.369
1802	154.574	16.5491	145.099	211.295
1803	154.792	16.5277	145.114	211.225
1804	154.535	16.5055	145.129	211.151
1805	154.481	16.4831	145.143	211.076
1806	154.715	16.4615	145.158	211.004
1807	154.639	16.4397	145.173	210.932
1808	154.402	16.4172	145.187	210.856
1809	154.564	16.3952	145.202	210.783
1810	154.398	16.3727	145.216	210.707
1811	154.511	16.3506	145.231	210.633
1812	154.061	16.3271	145.245	210.553
1813	154.186	16.304	145.259	210.475
1814	154.314	16.2813	145.273	210.398
1815	154.371	16.2589	145.287	210.323
1816	154.23	16.236	145.301	210.245
1817	154.343	16.2136	145.315	210.169
1818	154.022	16.1901	145.329	210.089
1819	154.298	16.1675	145.343	210.013
1820	153.877	16.1437	145.356	209.931
1821	153.991	16.1202	145.37	209.85
1822	154.276	16.0977	145.384	209.774
1823	154.225	16.075	145.397	209.697
1824	154.052	16.0518	145.411	209.618
1825	153.89	16.0281	145.424	209.537
1826	154.136	16.0053	145.438	209.459
1827	154.011	15.9821	145.451	209.379
1828	154.175	15.9594	145.465	209.302
1829	154.115	15.9365	145.478	209.224
1830	154.362	15.9145	145.492	209.15
1831	153.901	15.891	145.505	209.069
1832	154.029	15.868	145.519	208.991
1833	154.249	15.8457	145.532	208.915
1834	154.388	15.8239	145.546	208.842
1835	153.728	15.8	145.559	208.759
1836	153.481	15.7754	145.571	208.673
1837	158.145	15.7654	145.591	208.652
1838	160.277	15.762	145.614	208.662
1839	160.089	15.758	145.636	208.668
1840	159.496	15.752	145.658	208.666
1841	159.95	15.7475	145.68	208.67
1842	160.509	15.7446	145.704	208.682
1843	156.722	15.7298	145.721	208.64
1844	154.207	15.7072	145.734	208.563
1845	153.975	15.6839	145.747	208.482
1846	155.048	15.6639	145.762	208.417
1847	156.059	15.6471	145.778	208.366
1848	156.243	15.6309	145.794	208.318
1849	156.738	15.6163	145.811	208.276
1850	155.258	15.597	145.826	208.214
1851	154.328	15.5748	145.839	208.138
1852	153.656	15.5506	145.851	208.054
1853	153.707	15.5266	145.864	207.97
1854	153.51	15.5019	145.876	207.883
1855	153.404	15.477	145.887	207.795
1856	154.105	15.4543	145.9	207.717
1857	154.481	15.4328	145.914	207.645
1858	154.057	15.4101	145.926	207.567
1859	154.189	15.3877	145.939	207.49
1860	154.367	15.366	145.952	207.416
1861	154.02	15.3432	145.965	207.338
1862	154.351	15.3214	145.978	207.264
1863	153.949	15.2985	145.991	207.184
1864	154.218	15.2764	146.003	207.109
1865	154.07	15.2538	146.016	207.031
1866	154.068	15.2313	146.029	206.954
1867	153.954	15.2085	146.041	206.875
1868	153.894	15.1855	146.053	206.795
1869	153.881	15.1625	146.065	206.716
1870	154.339	15.141	146.078	206.642
1871	153.867	15.118	146.091	206.563
1872	154.354	15.0966	146.103	206.49
1873	154.312	15.0751	146.116	206.417
1874	154.347	15.0537	146.129	206.344
1875	154.069	15.0315	146.142	206.267
1876	154.317	15.01	146.154	206.194
1877	154.274	14.9885	146.167	206.121
1878	154.337	14.9672	146.18	206.049
1879	154.358	14.946	146.193	205.976
1880	154.673	14.9258	146.206	205.909
1881	154.837	14.9061	146.219	205.844
1882	154.32	14.8848	146.232	205.771
1883	154.251	14.8634	146.244	205.698
1884	154.2	14.8418	146.257	205.624
1885	154.211	14.8203	146.269	205.55
1886	154.247	14.7989	146.282	205.477
1887	154.451	14.7782	146.295	205.407
1888	154.113	14.7564	146.307	205.332
1889	158.218	14.7475	146.325	205.315
1890	161.501	14.7489	146.349	205.345
1891	161.85	14.7512	146.373	205.378
1892	161.964	14.7538	146.398	205.413
1893	162.308	14.7574	146.423	205.452
1894	163.305	14.7641	146.449	205.505
1895	159.936	14.7601	146.47	205.51
1896	157.658	14.7489	146.487	205.483
1897	158.035	14.7389	146.506	205.461
1898	158.433	14.7301	146.524	205.445
1899	158.397	14.7212	146.543	205.428
1900	158.426	14.7123	146.561	205.411
1901	157.746	14.7013	146.579	205.384
1902	157.175	14.6885	146.595	205.349
1903	156.554	14.6737	146.611	205.306
1904	155.795	14.6566	146.625	205.251
1905	155.23	14.6376	146.639	205.189
1906	155.109	14.6184	146.652	205.125
1907	155.317	14.5998	146.665	205.065
1908	155.167	14.5807	146.679	205.002
1909	155.04	14.5613	146.692	204.937
1910	155.175	14.5423	146.705	204.874
1911	154.941	14.5226	146.718	204.808
1912	155.053	14.5032	146.731	204.744
1913	154.92	14.4835	146.744	204.678
1914	154.924	14.4638	146.756	204.612
1915	154.947	14.4442	146.769	204.546
1916	155.663	14.4269	146.783	204.491
1917	155.296	14.4084	146.796	204.43
1918	155.119	14.3894	146.809	204.367
1919	154.871	14.3696	146.822	204.3
1920	154.879	14.3499	146.835	204.234
1921	154.951	14.3304	146.847	204.169
1922	154.649	14.31	146.86	204.099
1923	154.833	14.2902	146.872	204.033
1924	154.962	14.2708	146.885	203.968
1925	154.946	14.2514	146.897	203.903
1926	153.824	14.2285	146.908	203.822
1927	154.234	14.2069	146.92	203.747
1928	154.96	14.1877	146.932	203.683
1929	154.473	14.1669	146.944	203.611
1930	154.897	14.1475	146.956	203.546
1931	155.322	14.1294	146.969	203.487
1932	155.184	14.1109	146.982	203.426
1933	155.202	14.0925	146.995	203.365
1934	155.38	14.0747	147.008	203.307
1935	155.751	14.058	147.022	203.254
1936	155.322	14.04	147.035	203.195
1937	155.393	14.0223	147.048	203.137
1938	155.368	14.0044	147.061	203.079
1939	159.016	13.998	147.08	203.072
1940	161.183	13.9984	147.102	203.095
1941	160.935	13.9978	147.123	203.115
1942	160.498	13.9959	147.144	203.128
1943	161.38	13.9966	147.166	203.153
1944	161.702	13.9983	147.189	203.182
1945	162.193	14.0015	147.212	203.218
1946	158.887	13.9942	147.231	203.208
1947	156.446	13.9793	147.245	203.162
1948	157.167	13.9666	147.261	203.127
1949	156.931	13.9532	147.276	203.088
1950	157.056	13.9401	147.291	203.051
1951	156.969	13.9268	147.306	203.013
1952	156.969	13.9135	147.321	202.975
1953	156.355	13.8982	147.335	202.928
1954	155.349	13.8798	147.348	202.867
1955	154.545	13.859	147.359	202.795
1956	154.313	13.8374	147.37	202.719
1957	154.252	13.8156	147.381	202.643
1958	154.064	13.7934	147.391	202.565
1959	154.078	13.7711	147.402	202.486
1960	154.35	13.7498	147.412	202.412
1961	154.086	13.7277	147.423	202.334
1962	154.1	13.7057	147.433	202.256
1963	154.356	13.6845	147.444	202.182
1964	154.508	13.6638	147.455	202.11
1965	154.451	13.643	147.466	202.038
1966	153.979	13.6207	147.476	201.959
1967	154.319	13.5995	147.487	201.885
1968	154.513	13.579	147.498	201.814
1969	154.344	13.5579	147.509	201.74
1970	154.259	13.5366	147.519	201.666
1971	154.32	13.5156	147.53	201.592
1972	154.821	13.4961	147.541	201.526
1973	154.423	13.4755	147.552	201.454
1974	154.614	13.4554	147.563	201.385
1975	154.248	13.4343	147.573	201.311
1976	154.528	13.414	147.584	201.24
1977	154.26	13.393	147.595	201.167
1978	154.466	13.3726	147.605	201.096
1979	154.626	13.3527	147.616	201.027
1980	154.667	13.333	147.627	200.96
1981	154.754	13.3136	147.639	200.893
1982	154.646	13.2939	147.65	200.825
1983	154.4	13.2735	147.66	200.754
1984	154.423	13.2531	147.671	200.683
1985	154.581	13.2333	147.681	200.615
1986	154.8	13.2142	147.693	200.549
1987	155.57	13.1975	147.705	200.495
1988	155.072	13.1793	147.716	200.434
1989	154.808	13.1603	147.727	200.369
1990	154.509	13.1404	147.738	200.3
1991	158.263	13.1322	147.755	200.283
1992	160.68	13.1315	147.775	200.301
1993	160.334	13.1297	147.794	200.313
1994	160.574	13.1287	147.814	200.329
1995	161.161	13.1293	147.835	200.353
1996	161.903	13.1323	147.857	200.386
1997	157.505	13.1214	147.872	200.358
1998	156.357	13.1069	147.885	200.313
1999	157.174	13.095	147.9	200.28
2000	157.743	13.0848	147.915	200.255
2001	158.162	13.0759	147.931	200.235
2002	157.977	13.0665	147.947	200.213
2003	157.566	13.0557	147.962	200.185
2004	157.222	13.0438	147.977	200.152
2005	157.037	13.0314	147.991	200.116
2006	155.953	13.0155	148.003	200.065
2007	155.283	12.9976	148.015	200.005
2008	154.886	12.9785	148.025	200
2009	153.7	12.9556	148.034	200
2010	154.118	12.9342	148.044	200
2011	154.422	12.9137	148.054	200
2012	154.554	12.8936	148.064	200
2013	154.299	12.8728	148.074	200
2014	154.279	12.852	148.083	200
2015	154.412	12.8316	148.093	200
2016	154.386	12.8112	148.103	200
2017	155.5	12.7943	148.115	200
2018	155.392	12.7772	148.126	200
2019	155.204	12.7596	148.137	200
2020	155.32	12.7424	148.148	200
2021	155.194	12.7248	148.159	200
2022	155.553	12.7084	148.17	200
2023	155.32	12.6912	148.181	200
2024	155.347	12.6742	148.192	200
2025	155.089	12.6564	148.203	200
2026	155.243	12.639	148.214	200
2027	155.17	12.6215	148.224	200
2028	155.675	12.6055	148.236	200
2029	155.592	12.5893	148.247	200
2030	155.362	12.5724	148.258	200
2031	154.971	12.5543	148.269	200
2032	155.167	12.5369	148.279	200
2033	154.763	12.5182	148.289	200
2034	154.937	12.5001	148.299	200
2035	154.882	12.4818	148.31	200
2036	154.967	12.4638	148.32	200
2037	155.038	12.4461	148.33	200
2038	154.942	12.4281	148.34	200
2039	155.19	12.4109	148.351	200
2040	155.054	12.3933	148.361	200
2041	154.235	12.3731	148.37	200
2042	154.231	12.353	148.379	200
2043	158.456	12.346	148.395	200
2044	161.731	12.3491	148.416	200
2045	162.06	12.3531	148.437	200
2046	162.363	12.3579	148.458	200
2047	162.18	12.3621	148.479	200
2048	162.846	12.3683	148.502	200
2049	163.449	12.3763	148.525	200
2050	160.149	12.374	148.543	200
2051	157.251	12.3626	148.556	200
2052	157.73	12.3528	148.57	200
2053	157.875	12.3434	148.584	200
2054	157.864	12.3339	148.599	200
2055	157.574	12.3236	148.613	200
2056	157.044	12.3116	148.626	200
2057	155.684	12.2954	148.637	200
2058	155.248	12.2778	148.647	200
2059	154.734	12.2587	148.656	200
2060	155.165	12.241	148.666	200
2061	154.727	12.2219	148.676	200
2062	154.988	12.2036	148.685	200
2063	155.105	12.1858	148.695	200
2064	154.556	12.1663	148.704	200
2065	154.535	12.1467	148.713	200
2066	154.614	12.1274	148.722	200
2067	154.661	12.1083	148.732	200
2068	154.881	12.0899	148.741	200
2069	154.817	12.0714	148.75	200
2070	154.971	12.0533	148.76	200
2071	154.929	12.0352	148.769	200
2072	155.366	12.0184	148.78	200
2073	155.018	12.0005	148.789	200
2074	155.019	11.9827	148.799	200
2075	155.254	11.9657	148.809	200
2076	155.302	11.9488	148.819	200
2077	154.121	11.9283	148.827	200
2078	154.58	11.9092	148.836	200
2079	154.973	11.8914	148.845	200
2080	155.252	11.8745	148.855	200
2081	154.839	11.8563	148.865	200
2082	155.022	11.8387	148.874	200
2083	155.109	11.8214	148.884	200
2084	155.144	11.8042	148.893	200
2085	155.027	11.7867	148.903	200
2086	155.083	11.7694	148.912	200
2087	155.146	11.7523	148.922	200
2088	155.235	11.7355	148.932	200
2089	155.12	11.7184	148.941	200
2090	155.236	11.7017	148.951	200
2091	155.074	11.6845	148.96	200
2092	154.575	11.6657	148.969	200
2093	158.994	11.6607	148.985	200
2094	160.447	11.6601	149.002	200
2095	160.575	11.6598	149.02	200
2096	160.449	11.6591	149.038	200
2097	160.779	11.6593	149.056	200
2098	161.244	11.661	149.075	200
2099	161.611	11.6637	149.094	200
2100	158.261	11.656	149.108	200
2101	157.086	11.6446	149.12	200
2102	158.078	11.6363	149.134	200
2103	158.953	11.6307	149.149	200
2104	158.885	11.6249	149.164	200
2105	158.808	11.6187	149.179	200
2106	158.47	11.6116	149.194	200
2107	157.884	11.6025	149.207	200
2108	157.402	11.592	149.22	200
2109	156.964	11.5802	149.232	200
2110	156.739	11.5676	149.243	200
2111	155.94	11.5525	149.254	200
2112	155.59	11.5364	149.263	200
2113	155.407	11.5198	149.273	200
2114	155.315	11.5029	149.282	200
2115	155.318	11.486	149.292	200
2116	155.027	11.4683	149.3	200
2117	154.888	11.4501	149.309	200
2118	154.692	11.4314	149.317	200
2119	155.235	11.4144	149.326	200
2120	155.206	11.3973	149.335	200
2121	154.76	11.3789	149.344	200
2122	155.405	11.3625	149.353	200
2123	155.067	11.345	149.362	200
2124	154.551	11.326	149.37	200
2125	154.659	11.3074	149.378	200
2126	154.823	11.2893	149.387	200
2127	154.887	11.2714	149.395	200
2128	154.684	11.253	149.403	200
2129	154.776	11.2348	149.412	200
2130	155.077	11.2176	149.42	200
2131	155.226	11.2009	149.429	200
2132	155.023	11.1836	149.438	200
2133	154.621	11.1651	149.446	200
2134	155.083	11.148	149.455	200
2135	154.787	11.1301	149.463	200
2136	155.043	11.113	149.471	200
2137	155.198	11.0963	149.48	200
2138	155.148	11.0796	149.489	200
2139	155.042	11.0625	149.498	200
2140	154.725	11.0445	149.506	200
2141	155.346	11.0284	149.515	200
2142	155.617	11.0132	149.524	200
2143	155.406	10.9974	149.533	200
2144	155.145	10.9808	149.542	200
2145	154.854	10.9633	149.55	200
2146	158.397	10.9568	149.564	200
2147	160.142	10.9556	149.58	200
2148	159.809	10.9533	149.596	200
2149	160.288	10.9525	149.612	200
2150	160.924	10.9536	149.63	200
2151	161.734	10.9572	149.648	200
2152	158.569	10.9509	149.662	200
2153	157.176	10.9403	149.674	200
2154	158.254	10.933	149.687	200
2155	158.678	10.927	149.701	200
2156	159.031	10.9221	149.715	200
2157	158.508	10.9155	149.729	200
2158	158.178	10.9079	149.742	200
2159	157.331	10.8977	149.754	200
2160	156.674	10.8854	149.764	200
2161	156.163	10.8715	149.774	200
2162	155.539	10.8558	149.783	200
2163	155.461	10.8398	149.792	200
2164	155.816	10.8249	149.801	200
2165	155.212	10.8082	149.809	200
2166	155.301	10.7918	149.818	200
2167	155.318	10.7755	149.826	200
2168	155.75	10.7605	149.836	200
2169	155.367	10.7444	149.844	200
2170	155.733	10.7294	149.853	200
2171	155.521	10.7138	149.862	200
2172	155.616	10.6985	149.871	200
2173	155.267	10.6821	149.879	200
2174	155.602	10.6668	149.888	200
